destination,name,area,subarea,boulder,grade,stars,FA,FA_year,style_icon_1,style_icon_2,style_icon_3,style_icon_4,description
Squamish,Zero-Zero,Grand Wall,Black Dyke,Black Dyke,V10,3,Tyler Jordan,1999,crimpy,sit-start,,,Start seated in the dark| concave overhang using a small left knob| a right undercling and your feet underneath the roof. Crank to super-sharp sidepulls| a four-finger edge and finish on the jug rail above| avoiding holds on the right. Deviating from this method will reduce the grade. It's an eliminate| but a popular one that seems to suit smaller climbers with tiny fingers.
Squamish,Paralyzing,Grand Wall,Black Dyke,Black Dyke,V4,3,Chris Hecimovic,1996,dynamic,,,,Start compressing a left arête hold and a right sloper. Launch for sharp jugs at the top. A seated start bumps the grade to V5 (FA Matt Lucas in 2012).
Squamish,The Warm-Up,Grand Wall,Black Dyke,Black Dyke,V1,2,,,dangerous,sit-start,,,Start seated with crimps just right of the arête. Move left to a long sidepull| climb up to a horizontal jug rail and traverse right to Summer Vacation to finish.
Squamish,Ozzmosis,Grand Wall,Black Dyke,Black Dyke,V10,2,Jim Sandford,2003,crimpy,sit-start,,,Start on low jugs at the base of the left arête. Traverse directly right into the right-facing crimps on Zero-Zero and finish up that problem. Ouch...
Squamish,The Witch,Grand Wall,Black Dyke,Black Dyke,V1,4,Israel Cruces,2004,dangerous,sit-start,,,Start seated matched on a good edge just left of the arête. Climb the high face above. Popular.
Squamish,Put that Rock Back!,Grand Wall,Black Dyke,Black Dyke,V2,2,Ryan Davy,2009,dangerous,,,,Start about 2 m right of Spotters on Strike on a small block against the base of the boulder. Stand on it| grab small| slopey crimps and climb straight up the face. Finish up and right as for The Witch.
Squamish,Spotters on Strike,Grand Wall,Black Dyke,Black Dyke,V0,3,Israel Cruces,2004,dangerous,,,,Climb the diagonal line of least resistance| from left to right| to another high finish.
Squamish,Tree Hugger,Grand Wall,Black Dyke,Black Dyke,V1,1,Israel Cruces,2004,dangerous,,,,Climb Spotters on Strike| but move left and up past a tree. Moss grows fast on this face.
Squamish,Hewy,Grand Wall,Black Dyke,Black Dyke,V1,2,Tyrone Brett,1997,sit-start,,,,Start seated using small basalt edges. Boulder over the lip| climb right and then back left to a jug. Drop off to descend or continue up Friendly Giant.
Squamish,Dewy,Grand Wall,Black Dyke,Black Dyke,V2,2,Tyrone Brett,1997,sit-start,,,,Start seated using small| slopey edges above the lip. Climb up and right into Hewy.
Squamish,Friendly Giant,Grand Wall,Black Dyke,Black Dyke,V3,0,Trent Hoover,2005,dangerous,sit-start,,,Take Hewy or Dewy to the top
Squamish,Lewy,Grand Wall,Black Dyke,Black Dyke,V2,2,Tyrone Brett,1997,sit-start,,,,Start seated just left of Dewy using flat block holds. Climb to a good basalt horn and drop off.
Squamish,Broken Glass,Grand Wall,Black Dyke,Black Dyke,V2,1,Dave Ferguson,2003,dangerous,,,,Take Lewy to the top.
Squamish,Everest,Grand Wall,Black Dyke,Black Dyke,V0,1,Matt Lucas,2002,dangerous,,,,Climb the high face right of the arête.
Squamish,The Words of Me,Grand Wall,Black Dyke,Cheese Grater,V9,3,Tim Doyle,2007,slopey,sit-start,,,Start matched on a low edge in the middle of the scooped face. Hit a sloper up and right| shoot to a poor hold on the opposite side of the scoop and up.
Squamish,The Words of You,Grand Wall,Black Dyke,Cheese Grater,V9,2,Israel Cruces,2007,slopey,sit-start,,,Start as for Words of Me. Hit the sloper on the right| use a slopey left gaston above it and make a tough move to a small but positive hold. Avoids the left side of the scoop. A touch harder than Words of Me.
Squamish,Pat Crapped At,Grand Wall,Black Dyke,Cheese Grater,V3,3,Stu Worrall,1998,slopey,,,,Start crouching with double underclings. Pull on| hit the rail and palm along it to the top. A decent variation finishes directly up the steep slab above the start| between Skin Graft and the Pat Crapped At rail.
Squamish,First of 7 Terrors,Grand Wall,Black Dyke,Cheese Grater,V4,2,Matt Lucas,2008,slopey,,,,"Start as for Skin Graft| but traverse into Pat Crapped At and finish along the rail. If you're trying to tick the ""Terrors"" list| this is the the required version."
Squamish,Skin Graft,Grand Wall,Black Dyke,Cheese Grater,V4,5,Jack Fieldhouse,1998,technical,,,,Start standing below the vague scoop between the arêtes. Palm the blunt| left arête and use an ill-defined pinch on the right for opposition. Pull onto the face then move up and left around the arête to finish. It feels a bit exposed| so use a bunch of pads.
Squamish,Skin Graft Low,Grand Wall,Black Dyke,Cheese Grater,V7,1,Patch Hammond,2001,technical,sit-start,,,Start seated gripping the arête with your left hand and slap desperate slopers into Skin Graft. A more enjoyable variation| Cheese Graft (V4) starts the same| but cranks left around the arête and into Cheese Grater (FA Frank Nardi in 2021). This low start has also been linked into First of the 7 Terrors.
Squamish,Cheese Grater,Grand Wall,Black Dyke,Cheese Grater,V2,4,Stu Worrall,1997,slabby,,,,Climb the slabby dihedral feature.
Squamish,Crystal Meth| Jeff?,Grand Wall,Black Dyke,Cheese Grater,V5,2,Patch Hammond & Jeff Thomson,2001,slabby,,,,Climb the techy slab without the adjacent jugs. A good slab skill test.
Squamish,Shallow Grave,Grand Wall,Black Dyke,Cheese Grater,V3,1,Doug McGhee,1997,sit-start,,,,Start this awkward problem seated. Match the low| curving scoop and then move up and left.
Squamish,Worldly,Grand Wall,Black Dyke,Galaxy,V1,1,Curtis Suave,2011,,,,,Start 1 m right of Galaxy on opposing sidepulls and climb straight up.
Squamish,Galaxy,Grand Wall,Black Dyke,Galaxy,V5,3,Israel Cruces,2004,slopey,,,,Start with a right-hand sloper (not the pinch on the right) and a low left sidepull. Make a big move to the lip and finish above. Short| but fun.
Squamish,Trent's Galaxy,Grand Wall,Black Dyke,Galaxy,V5,2,Trent Hoover,2004,slopey,,,,Climb Galaxy to the lip and then traverse leftward to the far arête and up.
Squamish,Fingerpainting,Grand Wall,Black Dyke,Galaxy,V9,2,Tim Doyle,2004,crimpy,sit-start,,,Start seated under the left arête of the boulder. Climb up and onto the arête with difficulty.
Squamish,Mars,Grand Wall,Black Dyke,Double Decker,V0-,0,,,,,,,Climb the slabby arête beside the trail| on the right side of the gently overhanging face. Needs a scrub.
Squamish,Solar Stone,Grand Wall,Black Dyke,Double Decker,V0,0,Tyrone Brett,1996,,,,,Climb the short face beside the trail. Grab good holds out left| just under the lip| and top out.
Squamish,Wafer Thin,Grand Wall,Black Dyke,Double Decker,V5,4,Nick Gibbs,1996,crimpy,sit-start,,,Start seated using small edges. Crank up and left to a tiny gaston| make a big reach to a small crimper on the slab and mantel. One Millimetre of Pain (V5)| eliminates the farthest left gaston edge.
Squamish,Wafer Decker,Grand Wall,Black Dyke,Double Decker,V6,3,,,crimpy,sit-start,,,Start as for Wafer Thin| but traverse left to a low rail feature| which is the foothold for Double Decker. Finish by climbing that problem.
Squamish,Double Decker,Grand Wall,Black Dyke,Double Decker,V3,5,Nick Gibbs,1996,,,,,Start with an undercling and a crimper (don't stand on the rock). Throw to the two-handed shelf and do a sketchy mantel on the right to finish.
Squamish,Chicken Burger and the Devil,Grand Wall,Black Dyke,Double Decker,V4,3,Nick Gibbs,1998,,,,,Start as for Double Decker. At the shelf| reach left to a distant edge. Heel-hook for the top.
Squamish,Ceiling Unlimited,Grand Wall,Black Dyke,Double Decker,V4,0,Jim Sandford,2002,,,,,Start this odd problem on a high edge behind the tree. Move up and slightly right to finish on the Chicken Burger and the Devil mantel.
Squamish,Low Maintenance,Grand Wall,Black Dyke,Double Decker,V6,2,Tim Doyle,2000,crimpy,sit-start,,,Start seated left of the tree using a positive sidepull. Use small crimps to crank to flat holds and the top. The standing start is V1 (FA: Tyrone Brett in 1998).
Squamish,Killin' Em,Grand Wall,Black Dyke,Double Decker,V0,2,,,,,,,Climb juggy flakes out from the tunnel| moving to the right. Don't bump your head!
Squamish,Squamish Jump Start,Grand Wall,Black Dyke,Physics Hyperbole,V5,3,Stu Worrall,1998,dynamic,dangerous,,,Leap to a positive hold in the roof and squeeze hard to control your swing! Gun for better holds to the right before executing a hairy mantel onto the shelf.
Squamish,Dead Battery,Grand Wall,Black Dyke,Physics Hyperbole,V6,1,Andrew Boyd,2008,dangerous,,,,Start on the supporting boulder and climb into Squamish Jump Start. Avoids the jump.
Squamish,Physics Hyperbole,Grand Wall,Black Dyke,Physics Hyperbole,V9,5,Dan Gable,2002,powerful,,,,This excellent and physical problem crawls out the large roof left of Squamish Jump Start. Stack pads to reach a shelf in the roof| pull on and make a big move to the lip. If you stick it| traverse left to a tricky mantel sequence near the left-hand arête.
Squamish,The Physics,Grand Wall,Black Dyke,Physics Hyperbole,V10,3,Brian Capps,2007,powerful,,,,(aka Physics Direct) Climb Physics Hyperbole| but strenuously mantel the scoop directly out the roof| a much harder exit than on Physics Hyperbole.
Squamish,GF Problem,Grand Wall,Black Dyke,Physics Hyperbole,V1,0,Tyrone Brett,1997,slabby,,,,Do a big high-step onto the slab.
Squamish,Ace in the Hole,Grand Wall,Black Dyke,Ace in the Hole,V6,0,Jack Fieldhouse,1998,,,,,Crawl into a hole| start on an obvious rail and slap out to the lip of the boulder.
Squamish,Ace Traverse,Grand Wall,Black Dyke,Ace in the Hole,V1,1,Rich Wheater,2003,pumpy,,,,Start as far left on the lip as possible and traverse right around the nose. Mantel by the slab.
Squamish,Snakes of Shaolin,Grand Wall,Black Dyke,World of Hurt,V10,3,Jeremy Smith,2013,crimpy,dangerous,,,This awe-inspiring highball tackles the left side of the spotted face and starts matched on a low sidepull. Hard crimp moves lead to a jug rest before an extremely high crux. This boulder was damaged significantly by the 2021 rockfall event and a large chunk on its uphill side is now missing. However| despite the shocking appearance| this problem appears to be intact. The first post-rockfall ascent will be revealing| though.
Squamish,World of Hurt,Grand Wall,Black Dyke,World of Hurt,V10,5,Jordan Wright,2008,dangerous,,,,This super high problem tackles the right side of the spotted| black face. Start standing behind the tree and climb up and left via big moves on tiny crimps. Finish through a scoop just left of the tree. Scary...
Squamish,Reminator,Grand Wall,Black Dyke,World of Hurt,V2,0,Jack Fieldhouse,1998,dangerous,sit-start,,,Start seated right of the tree using opposing sidepulls and climb the high face
Squamish,Slap and Tickle,Grand Wall,Black Dyke,World of Hurt,V1,0,Jack Fieldhouse,1998,sit-start,,,,Climb Reminator| but exit early onto the shelf and climb down to finish.
Squamish,Motion,Grand Wall,Black Dyke,World of Hurt,V3,0,Jack Fieldhouse,1998,sit-start,,,,Start on a low edge in a small dihedral. Climb up and left to the shelf and down from there.
Squamish,Commotion,Grand Wall,Black Dyke,World of Hurt,V3,0,Jack Fieldhouse,1998,,,,,Start right of the tree using a high crimp. Climb up right onto the ramp under the big roof.
Squamish,Trips are for Kids,Grand Wall,Black Dyke,World of Hurt,V2,3,,,dangerous,,,,Walk through the tunnel under the boulders to find this slabby highball arête. For a grade boost| start low and to the left sitting in a small corner feature or on the right arête. Worth seeking out. Great Stone!
Squamish,Listen Up,Grand Wall,Black Dyke,Listen Up,V5,3,,,,,,,From the fat sidepull| launch for edges.
Squamish,Jack's Arête,Grand Wall,Black Dyke,Listen Up,V1,2,Jack Fieldhouse,2019,sit-start,,,,Start seated matched on a nice positive arête edge. Pull over the prow to top out. Mind the two-tiered drop-off on the right. Stay left if possible.
Squamish,Two-step,Grand Wall,Black Dyke,Listen Up,V0+,2,Tyrone Brett,1998,,,,,Start with a left sidepull and a right crimper. Shoot for jugs at the lip on this fun problem.
Squamish,Forgettable,Grand Wall,Black Dyke,White Trash,V1,0,,,,,,,Start using a small dyke edge and a big shelf as a foothold. Reach over the boulder and roll onto the top.
Squamish,Simone's Problem,Grand Wall,Black Dyke,White Trash,V4,0,,,dangerous,,,,Grab the lip at the north end of the tunnel and roll up onto the slab above the pit. As of winter 2021| tree debris from the summer rockfall was partially blocking access to this problem.
Squamish,White Trash,Grand Wall,Black Dyke,White Trash,V7,3,Israel Cruces,2007,technical,,,,Start matched on a small fin-like pinch on the lip. Move right and up to a difficult roll. A cool first move and an exciting topout!
Squamish,Mister Sweeper,Grand Wall,Black Dyke,Bo Jo Jones,V8,2,Tim Doyle,1998,powerful,,,,Start on a low shelf under the boulder. Reach to a roof pinch and sweep to an incut at the lip. Controlling the swing can be hard| as can preventing an ankle dab against the boulder on the left.
Squamish,Bo Jo Jones,Grand Wall,Black Dyke,Bo Jo Jones,V3,4,Patrick Nosil,1996,pumpy,sit-start,,,Start this excellent| steep problem seated. Traverse the lip leftward to finish on sharp jugs. A fun and pumpy traverse on generally good holds.
Squamish,Bo Jo Mantel,Grand Wall,Black Dyke,Bo Jo Jones,V3,2,,,sit-start,,,,From the start of Bo Jo Jones| mantel out.
Squamish,Bo Jo Shelf,Grand Wall,Black Dyke,Bo Jo Jones,V3,2,,,,,,,Start with a shelf on the lip and pull awkwardly onto the slab above. Not amazing.
Squamish,Bo Jo Crimp,Grand Wall,Black Dyke,Bo Jo Jones,V1,1,,,sit-start,,,,Start lying down using a long| incut edge rail way down and right of the start hold on Bo Jo Shelf. Climb up on edges. Don't use a pad to boost you off the ground at the start.
Squamish,Ain't Easy Being Easy,Grand Wall,The Octagon,Along for the Ride,V0,1,Jack Fieldhouse,2000,,,,,Start low using small sidepulls. Pull on and move up the short face beside the trail.
Squamish,Along for the Ride,Grand Wall,The Octagon,Along for the Ride,V0,1,Jack Fieldhouse & Shannon Fieldhouse,2000,sit-start,,,,Start seated matched on the sloping nose. Grapple up the arête and then traverse left along the mellow lip to finish by the tree.
Squamish,The Full Mantel,Grand Wall,The Octagon,The Octagon,V1,1,Chris Jones,1998,slabby,dangerous,,,This highball slab climb starts on a shelf. Mantel and then quest upward.
Squamish,So Yoda,Grand Wall,The Octagon,The Octagon,V2,1,Chris Jones,1998,slabby,dangerous,,,A second slabby highball starts with an edge over the lip just above the Rocket Man start.
